Title,Artist,Spotify_Popularity,Artist_Popularity,year
california dreamin’,Mama’s and The Papa’s,-1,-1,1966
summer in the city,Lovin’ Spoonful,62,57,1966
born free,Roger Williams,-1,45,1966
these boots are made for walkin’,Nancy Sinatra,66,64,1966
what becomes of the brokenhearted,Jimmy Ruffin,-1,51,1966
strangers in the night,Frank Sinatra,65,84,1966
we can work it out,Beatles,-1,88,1966
good lovin’,Young Rascals,50,48,1966
winchester cathedral,New Vaudeville Band,-1,17,1966
hanky panky,Tommy James and The Shondells,40,49,1966
when a man loves a woman,Percy Sledge,66,58,1966
paint it black,Rolling Stones,69,81,1966
my love,Petula Clark,-1,50,1966
lightin’ strikes,Lou Christie,-1,35,1966
wild thing,Troggs,-1,50,1966
kicks,Paul Revere and The Raiders,30,45,1966
sunshine superman,Donovan,57,61,1966
sunny,Bobby Hebb,61,48,1966
paperback writer,Beatles,-1,88,1966
see you in september,Happenings,40,33,1966
you keep me hangin’ on,Supremes,-1,68,1966
lil’ red riding hood,Sam The Sham and The Pharaohs,-1,45,1966
devil with a blue dress on and good golly miss molly (medley),Mitch Ryder and The Detroit Wheels,-1,7,1966
good vibrations,Beach Boys,11,75,1966
a groovy kind of love,Mindbenders,-1,32,1966
you don’t have to say you love me,Dusty Springfield,-1,64,1966
cool jerk,The Capitols,43,33,1966
born a woman,Sandy Posey,-1,27,1966
red rubber ball,Cyrkle,26,36,1966
b-a-b-y,Carla Thomas,62,54,1966
walk away renee,Left Banke,-1,31,1966
daydream,Lovin’ Spoonful,52,57,1966
time won’t let me,Outsiders,-1,48,1966
hooray for hazel,Tommy Roe,-1,42,1966
sweet pea,Tommy Roe,-1,42,1966
bus stop,Hollies,-1,64,1966
i’m your puppet,James and Bobby Purify,-1,42,1966
i’m so lonesome i could cry,B.J. Thomas and The Triumphs,-1,-1,1966
ain’t too proud to beg,Temptations,-1,71,1966
dirty water,Standells,-1,36,1966
elusive butterfly,Bob Lind,-1,26,1966
i am a rock,Simon and Garfunkel,55,75,1966
crying time,Ray Charles,-1,69,1966
secret agent man,Johnny Rivers,12,46,1966
the sounds of silence,Simon and Garfunkel,65,75,1966
lady godiva,Peter and Gordon,-1,40,1966
homeward bound,Simon and Garfunkel,60,75,1966
did you ever have to make up your mind?,Lovin’ Spoonful,37,57,1966
barefootin’,Robert Parker,35,46,1966
uptight (everything’s alright),Stevie Wonder,-1,79,1966
bang bang,Cher,34,73,1966
sloop john b,Beach Boys,57,75,1966
19th nervous breakdown,Rolling Stones,34,81,1966
wipe out,The Surfaris,43,41,1966
psychotic reaction,Count Five,53,42,1966
beauty is only skin deep,Temptations,-1,71,1966
no matter what shape (your stomach is in),T-Bones,-1,15,1966
just like me,Paul Revere and The Raiders,22,45,1966
love makes the world go round,Deon Jackson,-1,21,1966
the pied piper,Crispian St. Peters,30,30,1966
coming on strong,Brenda Lee,-1,75,1966
somewhere my love,Ray Conniff and The Singers,-1,-1,1966
almost persuaded,David Houston,41,31,1966
if i were a carpenter,Bobby Darin,-1,62,1966
don’t mess with bill,Marvelettes,-1,58,1966
"cherry, cherry",Neil Diamond,-1,70,1966
working in the coal mine,Lee Dorsey,12,51,1966
message to michael,Dionne Warwick,-1,63,1966
love is a hurtin’ thing,Lou Rawls,-1,52,1966
barbara ann,Beach Boys,35,75,1966
gloria,Shadows Of Knight,36,32,1966
my world is empty without you,Supremes,49,68,1966
rainy day women #12 and 35,Bob Dylan,48,76,1966
guantanamera,Sandpipers,34,33,1966
"land of 1,000 dances",Wilson Pickett,-1,63,1966
oh how happy,Shades Of Blue,-1,19,1966
woman,Peter and Gordon,-1,40,1966
you baby,Turtles,24,61,1966
five o’clock world,Vogues,-1,40,1966
black is black,Los Bravos,53,42,1966
nowhere man,Beatles,61,88,1966
dandy,Herman’s Hermits,-1,2,1966
baby scratch my back,Slim Harpo,-1,36,1966
she’s just my style,Gary Lewis and The Playboys,-1,43,1966
the more i see you,Chris Montez,43,46,1966
i fought the law,Bobby Fuller Four,-1,45,1966
yellow submarine,Beatles,64,88,1966
hungry,Paul Revere and The Raiders,12,45,1966
zorba the greek,Herb Alpert and The Tijuana Brass,31,51,1966
shapes of things,Yardbirds,-1,57,1966
634-5789,Wilson Pickett,29,63,1966
to sir with love,Lulu,44,67,1967
the letter,Box Tops,63,51,1967
ode to billie joe,Bobby Gentry,-1,8,1967
windy,Association,40,47,1967
i’m a believer,Monkees,-1,64,1967
light my fire,Doors,70,76,1967
somethin’ stupid,Nancy Sinatra and Frank Sinatra,-1,-1,1967
happy together,Turtles,72,61,1967
groovin’,Young Rascals,56,48,1967
can’t take my eyes off you,Frankie Valli,-1,65,1967
little bit o’ soul,Music Explosion,-1,24,1967
i think we’re alone now,Tommy James and The Shondells,-1,49,1967
respect,Aretha Franklin,72,75,1967
i was made to love her,Stevie Wonder,56,79,1967
come back when you grow up,Bobby Vee and The Strangers,-1,-1,1967
kind of a drag,Buckinghams,21,37,1967
sweet soul music,Arthur Conley,-1,47,1967
expressway to your heart,Soul Survivors,-1,23,1967
soul man,Sam and Dave,62,60,1967
never my love,Association,43,47,1967
"apples, peaches, pumpkin pie",Jay and The Techniques,-1,24,1967
come on down to my boat,Every Mothers’ Son,-1,17,1967
incense and peppermints,Strawberry Alarm Clock,49,41,1967
ruby tuesday,Rolling Stones,59,81,1967
it must be him,Vicki Carr,-1,4,1967
gimme little sign,Brenton Wood,49,56,1967
for what it’s worth,Buffalo Springfield,-1,62,1967
love is here and now you’re gone,Supremes,-1,68,1967
the happening,Supremes,8,68,1967
all you need is love,Beatles,65,88,1967
release me (and let me love again),Engelbert Humperdinck,-1,59,1967
your precious love,Marvin Gaye and Tammi Terrell,-1,-1,1967
somebody to love,Jefferson Airplane,67,63,1967
get on up,Esquires,23,19,1967
brown eyed girl,Van Morrison,78,75,1967
jimmy mack,Martha and The Vandella,-1,-1,1967
i got rhythm,Happenings,22,33,1967
a whiter shade of pale,Procol Harum,65,55,1967
don’t you care,Buckinghams,-1,37,1967
then you can tell me goodbye,Casinos,7,22,1967
reflections,Diana Ross and The Supremes,-1,50,1967
on a carousel,Hollies,-1,64,1967
please love me forever,Bobby Vinton,45,59,1967
alfie,Dionne Warwick,23,63,1967
silence is golden,Tremeloes,-1,44,1967
my cup runneth over,Ed Ames,13,30,1967
"up, up and away",Fifth Dimension,-1,28,1967
san francisco,Scott Mckenzie,55,53,1967
"the rain, the park and other things",Cowsills,49,40,1967
there’s a kind of hush,Herman’s Hermits,-1,2,1967
"mercy, mercy, mercy",Buckinghams,32,37,1967
this is my song,Petula Clark,-1,50,1967
(your love keeps lifting me) higher and higher,Jackie Wilson,62,62,1967
i’ve been lonely too long,Young Rascals,-1,48,1967
penny lane,Beatles,62,88,1967
you’re my everything,Temptations,-1,71,1967
georgy girl,Seekers,-1,50,1967
western union,Five Americans,-1,19,1967
baby i love you,Aretha Franklin,40,75,1967
"a little bit you, a little bit me",Monkees,-1,64,1967
california nights,Lesley Gore,26,53,1967
dedicated to the one i love,Mama’s and The Papa’s,-1,-1,1967
how can i be sure,Young Rascals,36,48,1967
carrie ann,Hollies,-1,64,1967
(we ain’t got) nothin’ yet,Blue Magoos,-1,-1,1967
friday on my mind,Easy Beats,-1,22,1967
soul finger,Bar-Kays,-1,50,1967
gimme some lovin’,Spencer Davis Group,56,56,1967
let it out (let it all hang out),Hombres,-1,72,1967
let’s live for today,Grass Roots,-1,57,1967
close your eyes,Peaches and Herb,31,45,1967
groovin’,Booker T and The MG’s,-1,-1,1967
funky broadway,Wilson Pickett,35,63,1967
pleasant valley sunday,Monkees,39,64,1967
i never loved a man (the way i love you),Aretha Franklin,52,75,1967
tell it like it is,Aaron Neville,-1,57,1967
cold sweat,James Brown and The Famous Flames,22,59,1967
she’d rather be with me,Turtles,-1,61,1967
98.6,Keith,26,74,1967
here we go again,Ray Charles,-1,69,1967
white rabbit,Jefferson Airplane,69,63,1967
bernadette,Four Tops,-1,66,1967
the beat goes on,Sonny and Cher,50,55,1967
snoopy vs. the red baron,Royal Guardsmen,34,43,1967
society’s child,Janis Ian,-1,46,1967
"girl, you’ll be a woman soon",Neil Diamond,-1,70,1967
ain’t no mountain high enough,Marvin Gaye and Tammi Terrell,-1,-1,1967
i take it back,Sandy Posey,-1,27,1967
here comes my baby,Tremeloes,44,44,1967
everlasting love,Robert Knight,15,21,1967
i dig rock and roll music,"Peter, Paul and Mary",25,55,1967
little ole man (uptight-everything’s alright),Bill Cosby,-1,33,1967
i had too much to dream last night,Electric Prunes,48,40,1967
daydream believer,Monkees,34,64,1967
baby i need your lovin’,Johnny Rivers,27,46,1967
i can see for miles,Who,53,72,1967
mirage,Tommy James and The Shondells,25,49,1967
"green, green grass of home",Tom Jones,54,63,1967
don’t sleep in the subway,Petula Clark,-1,50,1967
thank the lord for the night time,Neil Diamond,-1,70,1967
hey jude,Beatles,-1,88,1968
love is blue,Paul Mauriat,-1,51,1968
honey,Bobby Goldsboro,37,47,1968
(sittin’ on) the dock of the bay,Otis Redding,69,71,1968
people got to be free,Rascals,-1,48,1968
sunshine of your love,Cream,70,66,1968
this guy’s in love with you,Herb Alpert,-1,51,1968
"the good, the bad and the ugly",Hugo Montenegro,-1,32,1968
mrs. robinson,Simon and Garfunkel,73,75,1968
tighten up,Archie Bell and The Drells,46,45,1968
harper valley p.t.a.,Jeannie C. Riley,42,39,1968
little green apples,O.C. Smith,17,23,1968
"mony, mony",Tommy James and The Shondells,-1,49,1968
"hello, i love you",Doors,61,76,1968
young girl,Gary Puckett and The Union Gap,58,53,1968
cry like a baby,Box Tops,38,51,1968
stoned soul picnic,Fifth Dimension,-1,28,1968
grazing in the grass,Hugh Masekela,35,44,1968
midnight confessions,Grass Roots,-1,57,1968
dance to the music,Sly and The Family Stone,59,63,1968
the horse,Cliff Nobles and Co.,-1,-1,1968
i wish it would rain,Temptations,50,71,1968
la-la means i love you,Delfonics,54,54,1968
"turn around, look at me",Vogues,10,40,1968
judy in disguise (with glasses),John Fred and His Playboy Band,15,31,1968
spooky,Classics IV,-1,41,1968
love child,Diana Ross and The Supremes,30,50,1968
angel of the morning,Merrilee Rush,16,26,1968
the ballad of bonnie and clyde,Georgie Fame,31,36,1968
those were the days,Mary Hopkin,43,39,1968
born to be wild,Steppenwolf,65,65,1968
cowboys to girls,Intruders,48,43,1968
simon says,1910 Fruitgum Company,7,29,1968
lady willpower,Gary Puckett and The Union Gap,52,53,1968
a beautiful morning,Rascals,-1,48,1968
the look of love,Sergio Mendes and Brasil ’66,28,52,1968
hold me tight,Johnny Nash,-1,55,1968
"yummy, yummy, yummy",Ohio Express,34,33,1968
fire,Crazy World Of Arthur Brown,-1,28,1968
love is all around,Troggs,-1,50,1968
playboy,Gene and Debbe,-1,5,1968
(theme from) valley of the dolls,Dionne Warwick,37,63,1968
classical gas,Mason Williams,41,38,1968
slip away,Clarence Carter,55,51,1968
girl watcher,O’Kaysions,-1,-1,1968
(sweet sweet baby) since you’ve been gone,Aretha Franklin,-1,75,1968
green tambourine,Lemon Pipers,38,35,1968
"1, 2, 3, red light",1910 Fruitgum Company,-1,29,1968
reach out of the darkness,Friend and Lover,32,22,1968
jumpin’ jack flash,Rolling Stones,59,81,1968
macarthur park,Richard Harris,34,28,1968
light my fire,Jose Feliciano,35,71,1968
i love you,People,-1,77,1968
take time to know her,Percy Sledge,31,58,1968
pictures of matchstick men,Status Quo,52,62,1968
summertime blues,Blue Cheer,34,37,1968
ain’t nothing like the real thing,Marvin Gaye and Tammi Terrell,-1,-1,1968
i got the feelin’,James Brown and The Famous Flames,-1,59,1968
i’ve gotta get a message to you,Bee Gees,-1,76,1968
lady madonna,Beatles,-1,88,1968
hurdy gurdy man,Donovan,60,61,1968
magic carpet ride,Steppenwolf,66,65,1968
bottle of wine,Fireballs,9,34,1968
stay in my corner,Dells,40,44,1968
soul serenade,Willie Mitchell,-1,43,1968
delilah,Tom Jones,57,63,1968
nobody but me,Human Beinz,52,40,1968
i thank you,Sam and Dave,31,60,1968
the fool on the hill,Sergio Mendes and Brasil ’66,17,52,1968
sky pilot,Eric Burdon and The Animals,34,41,1968
indian lake,Cowsills,32,40,1968
i wonder what she’s doing tonight,Tommy Boyce and Bobby Hart,-1,-1,1968
over you,Gary Puckett and The Union Gap,43,53,1968
goin’ out of my head / can’t take my eyes off you,Lettermen,-1,43,1968
shoo-bee-doo-be-doo-da-day,Stevie Wonder,-1,79,1968
the unicorn,Irish Rovers,-1,53,1968
(you keep me) hangin’ on,Vanilla Fudge,-1,38,1968
revolution,Beatles,53,88,1968
"woman, woman",Gary Puckett and The Union Gap,53,53,1968
elenore,Turtles,52,61,1968
white room,Cream,69,66,1968
you’re all i need to get by,Marvin Gaye and Tammi Terrell,-1,-1,1968
"baby, now that i’ve found you",Foundations,-1,61,1968
sweet inspiration,Sweet Inspirations,33,28,1968
if you can want,Smokey Robinson and The Miracles,33,62,1968
cab driver,Mills Brothers,-1,47,1968
time has come today,Chambers Brothers,20,39,1968
do you know the way to san jose,Dionne Warwick,44,63,1968
scarborough fair / canticle,Simon and Garfunkel,50,75,1968
say it loud i’m black and i’m proud,James Brown and The Famous Flames,-1,59,1968
the mighty quinn,Manfred Mann,-1,56,1968
here comes the judge,Shorty Long,-1,33,1968
i say a little prayer,Aretha Franklin,74,75,1968
think,Aretha Franklin,67,75,1968
sealed with a kiss,Gary Lewis and The Playboys,18,43,1968
piece of my heart,Big Brother and The Holding Company,67,59,1968
suzie q.,Creedence Clearwater Revival,53,79,1968
bend me shape,American Breed,-1,30,1968
"hey, western union man",Jerry Butler,-1,47,1968
never give you up,Jerry Butler,-1,47,1968
"sugar, sugar",Archies,56,58,1969
aquarius / let the sunshine in,Fifth Dimension,-1,28,1969
i can’t get next to you,Temptations,-1,71,1969
honky tonk women,Rolling Stones,48,81,1969
everyday people,Sly and The Family Stone,60,63,1969
dizzy,Tommy Roe,-1,42,1969
hot fun in the summertime,Sly and The Family Stone,-1,63,1969
i’ll never fall in love again,Tom Jones,-1,63,1969
build me up buttercup,Foundations,71,61,1969
crimson and clover,Tommy James and The Shondells,39,49,1969
one,Three Dog Night,53,60,1969
crystal blue persuasion,Tommy James and The Shondells,38,49,1969
hair,Cowsills,8,40,1969
too busy thinking about my baby,Marvin Gaye,43,76,1969
love theme from romeo and juliet,Henry Mancini and His Orch.,-1,-1,1969
get together,Youngbloods,51,44,1969
grazin’ in the grass,Friends Of Distinction,-1,37,1969
suspicious minds,Elvis Presley,70,81,1969
proud mary,Creedence Clearwater Revival,60,79,1969
what does it take (to win your love),Jr. Walker and The All Stars,-1,58,1969
it’s your thing,Isley Brothers,-1,66,1969
sweet caroline,Neil Diamond,72,70,1969
jean,Oliver,-1,73,1969
bad moon rising,Creedence Clearwater Revival,-1,79,1969
get back,Beatles,-1,88,1969
in the year 2525,Zager and Evans,49,40,1969
spinning wheel,"Blood, Sweat and Tears",42,48,1969
"baby, i love you",Andy Kim,30,40,1969
going in circles,Friends Of Distinction,42,37,1969
hurt so bad,Lettermen,-1,43,1969
green river,Creedence Clearwater Revival,-1,79,1969
my cherie amour,Stevie Wonder,58,79,1969
easy to be hard,Three Dog Night,33,60,1969
baby it’s you,Smith,-1,90,1969
in the ghetto,Elvis Presley,60,81,1969
a boy named sue,Johnny Cash,61,78,1969
"baby, baby don’t cry",Smokey Robinson and The Miracles,-1,62,1969
only the strong survive,Jerry Butler,-1,47,1969
time of the season,Zombies,67,69,1969
wedding bell blues,Fifth Dimension,-1,28,1969
little woman,Bobby Sherman,-1,27,1969
love (can make you happy),Mercy,18,52,1969
good morning starshine,Oliver,-1,73,1969
these eyes,Guess Who,51,60,1969
you’ve made me so very happy,"Blood, Sweat and Tears",-1,48,1969
put a little love in your heart,Jackie DeShannon,35,43,1969
do your thing,Watts 103rd Street Rhythm Band,31,51,1969
i’d wait a million years,Grass Roots,-1,57,1969
touch me,Doors,63,76,1969
more today than yesterday,Spiral Starecase,-1,32,1969
i’ve gotta be me,Sammy Davis Jr.,-1,55,1969
lay lady lay,Bob Dylan,58,76,1969
atlantis,Donovan,47,61,1969
traces,Dennis Yost and The Classics IV,-1,10,1969
it’s getting better,Mama Cass Elliot,-1,3,1969
this magic moment,Jay and The Americans,43,55,1969
"run away child, running wild",Temptations,-1,71,1969
hawaii five-o,Ventures,45,50,1969
galveston,Glen Campbell,48,62,1969
i’m gonna make you mine,Lou Christie,-1,35,1969
gitarzan,Ray Stevens,21,41,1969
can i change my mind,Tyrone Davis,32,43,1969
time is tight,Booker T and The MG’s,-1,-1,1969
this girl’s in love with you,Dionne Warwick,-1,63,1969
color him father,Winstons,31,28,1969
black pearl,"Sonny Charles and The Checkmates, Ltd.",27,16,1969
indian giver,1910 Fruitgum Company,-1,29,1969
mother popcorn (part i),James Brown,-1,68,1969
twenty-five miles,Edwin Starr,45,53,1969
things i’d like to say,New Colony Six,-1,11,1969
when i die,Motherlode,16,14,1969
that’s the way love is,Marvin Gaye,-1,76,1969
everybody’s talkin’,Nilsson,-1,60,1969
worst that could happen,Brooklyn Bridge,16,23,1969
chokin’ kind,Joe Simon,29,42,1969
smile a little smile for me,Flying Machine,-1,19,1969
polk salad annie,Tony Joe White,43,52,1969
"ruby, don’t take your love to town",Kenny Rogers and The First Edition,-1,38,1969
games people play,Joe South,37,33,1969
you showed me,Turtles,38,61,1969
tracy,Cuff Links,-1,0,1969
"oh, what a night",Dells,-1,44,1969
something,Beatles,67,88,1969
this girl is a woman now,Gary Puckett and The Union Gap,35,53,1969
come together,Beatles,77,88,1969
ramblin’ gamblin’ man bob,Seger System,-1,-1,1969
i’m gonna make you love me,Diana Ross and The Supremes,-1,50,1969
i heard it through the grapevine,Marvin Gaye,35,76,1969
gimme gimme good lovin’,Crazy Elephant,33,21,1969
hang ‘em high,Booker T and The MG’s,-1,-1,1969
your good thing (is about to end),Lou Rawls,-1,52,1969
baby i’m for real,Originals,-1,45,1969
oh happy day,Edwin Hawkins Singers,2,38,1969
love me tonight,Tom Jones,9,63,1969
"mr. sun, mr. moon",Paul Revere and The Raiders,19,45,1969
laughing,Guess Who,-1,60,1969
my whole world ended (the moment you left me),David Ruffin,34,45,1969
soul deep,Box Tops,35,51,1969
hooked on a feeling,B.J. Thomas,-1,53,1969
sweet cream ladies,Box Tops,23,51,1969
bridge over troubled water,Simon and Garfunkel,68,75,1970
(they long to be) close to you,Carpenters,57,74,1970
american woman / no sugar tonight,Guess Who,-1,60,1970
raindrops keep fallin’ on my head,B.J. Thomas,52,53,1970
war,Edwin Starr,-1,53,1970
ain’t no mountain high enough,Diana Ross,-1,68,1970
i’ll be there,Jackson 5,-1,76,1970
get ready,Rare Earth,39,45,1970
let it be,Beatles,77,88,1970
band of gold,Freda Payne,-1,39,1970
mama told me (not to come),Three Dog Night,53,60,1970
everything is beautiful,Ray Stevens,30,41,1970
make it with you,Bread,57,63,1970
hitchin’ a ride,Vanity Fair,-1,11,1970
abc,Jackson 5,63,76,1970
the love you save / i found that girl,Jackson 5,-1,76,1970
cracklin’ rose,Neil Diamond,-1,70,1970
candida,Dawn,42,55,1970
thank you (fallettin me be mice elf again) / everybody is a star,Sly and The Family Stone,-1,63,1970
spill the wine,Eric Burdon and War,21,15,1970
o-o-h child / dear prudence,Five Stairsteps and Cubie,-1,-1,1970
